sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
MH01-M-Orange,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-M-Orange,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-L-Black,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-L-Black,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-L-Gray,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-L-Gray,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-L-Orange,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-L-Orange,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-XL-Black,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-XL-Black,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-XL-Gray,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-XL-Gray,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01-XL-Orange,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie-XL-Orange,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH01,Top,configurable,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Chaz Kangeroo Hoodie,"Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.",52.0,/m/h/mh01-gray_main_1.jpg,0.0,1.0,"MP06,MP11,MS06,MS12","24-WG081-gray,24-WG085_Group,24-WG080,24-UG06",,6/26/25,6/26/25
MH02-XS-Black,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XS-Black,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-XS-Purple,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XS-Purple,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-XS-Red,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XS-Red,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-S-Black,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-S-Black,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-S-Purple,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-S-Purple,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-S-Red,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-S-Red,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-M-Black,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-M-Black,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-M-Purple,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-M-Purple,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-M-Red,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-M-Red,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-L-Black,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-L-Black,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-L-Purple,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-L-Purple,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-L-Red,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-L-Red,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-XL-Black,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XL-Black,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-XL-Purple,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XL-Purple,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02-XL-Red,Top,simple,Hoodies & Sweatshirts,Teton Pullover Hoodie-XL-Red,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH02,Top,configurable,Hoodies & Sweatshirts,Teton Pullover Hoodie,"This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.",70.0,/m/h/mh02-black_main_1.jpg,0.0,1.0,"MP09,MS07,MP08,MS01","24-WG080,24-WG085_Group,24-WG083-blue,24-WG084",,6/26/25,6/26/25
MH03-XS-Black,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-XS-Black,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-XS-Blue,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-XS-Blue,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-XS-Green,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-XS-Green,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-S-Black,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-S-Black,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-S-Blue,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-S-Blue,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-S-Green,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-S-Green,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-M-Black,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-M-Black,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-M-Blue,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-M-Blue,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MH03-M-Green,Top,simple,"Hoodies & Sweatshirts,Eco Friendly,Default Category",Bruno Compete Hoodie-M-Green,"Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.",63.0,/m/h/mh03-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
